"objectid","distance_to_city_hall","distance_to_nearest_transit","distance_to_nearest_hospital","distance_to_nearest_school","distance_to_nearest_park","distance_to_nearest_water","distance_to_nearest_bikelane","distance_to_I676","nhoods_name","landuse","LPSS_PER1000","HPSS_PER1000","crime_nn1","crime_nn2","crime_nn3","crime_nn4","crime_nn5"
578228623,4184.95256604816,2008.21575143571,3656.99088298168,1000.74792042979,962.046033857236,4487.75055945259,238.956800096098,1398.95853550398,"CALLOWHILL","Vacant",50.10660981,5.59701493,70.5852501585362,97.4082486420971,111.527598490091,124.073220392752,136.388696791576
578228624,4020.61883830253,1973.95802890698,3465.10606006178,833.519624909525,964.230361472178,4644.42361851478,142.930496638486,1391.24668429067,"CALLOWHILL","Transportation",50.10660981,5.59701493,143.937575762843,153.924742849185,167.157184981125,174.469654651041,189.919882250202
578228625,4033.58501820902,1969.67220062786,3483.83997601579,846.380330658695,969.210515498708,4624.1664028292,163.848357187416,1393.54888979908,"CALLOWHILL","Transportation",50.10660981,5.59701493,142.864946530837,153.927416239185,171.973382085328,183.114182829031,196.212658750943
578228626,4001.52802888502,1980.94414722004,3437.25858223896,815.097897321788,957.419616843108,4674.74801745307,111.662021613146,1387.99571897305,"CALLOWHILL","Transportation",50.10660981,5.59701493,112.491201886442,139.661250583581,151.244170146818,162.272532851447,176.688436762971
578228627,4394.33040893476,2232.95837784387,3807.32577901238,1207.20659690194,784.460847415251,4517.04849532217,7.86678794864865,1593.83649808901,"CALLOWHILL","Transportation",50.10660981,5.59701493,97.4530953630491,102.910407174158,111.40912741611,117.535320508158,129.041168261354
578228628,4388.83427871058,2233.98205014548,3799.38494471336,1201.80213177313,779.001049861972,4525.84228256829,7.75564108501709,1597.60910011423,"CALLOWHILL","Transportation",50.10660981,5.59701493,103.493016914696,110.554650665266,113.416287289024,116.950619129307,129.62913762846
578228629,4046.34571725718,1965.24168892733,3502.45248059274,859.294905422206,974.975683797671,4603.79845187845,184.826091833245,1391.50563195485,"CALLOWHILL","Transportation",50.10660981,5.59701493,121.791023041095,153.925546786761,177.221147862078,192.10397699386,201.269769749129
578228630,4402.50642845573,2231.49766730129,3810.31957265617,1215.30942932909,792.708133276114,4503.99030111965,8.04283214202541,1588.22435478174,"CALLOWHILL","Transportation",50.10660981,5.59701493,89.5035062414062,92.074881901675,108.773572782203,118.713715746221,128.542535071973
578228538,3220.34559337581,754.517901092344,2954.95209141345,331.476084911338,98.3521193404287,4285.15286502616,390.979583276329,152.797358451359,"CALLOWHILL","Civic/Institution",50.10660981,5.59701493,56.7338429489495,81.4884971152771,95.5623197447915,115.452084127795,127.697732874025
578228776,2814.02853443474,653.174196543858,2549.04143682568,415.116789025754,130.767773943913,4468.00031608301,181.986851701409,165.34341665029,"CHINATOWN","Residential Medium",44.72605293,6.61572866,162.223087410641,174.233604546632,179.055995326852,181.715824239188,187.507585682148
578229138,3503.81056415981,507.590998666845,2950.73783344109,847.132931367893,220.579892535041,3778.74727075641,150.903583605474,124.499508752662,"OLD_CITY","Transportation",44.72605293,6.61572866,40.1405296168128,40.1572790449026,77.0725463232841,117.660064039154,149.730930951945
578229209,2651.71275816572,1093.23476366621,1804.26224475053,684.719882617722,349.522967580467,5344.61666350653,65.5934172591109,516.761577970152,"CALLOWHILL","Residential High",32.6549929,4.02271652,3.16368314122539,53.0064143639767,71.1990338843676,82.8310010245221,91.2676665736448
578232594,1982.68621213766,987.595489419517,1785.11794158001,1009.24603920859,249.492797961478,5507.33390217776,376.227063794025,292.296897107937,"CENTER_CITY","Vacant",44.72605293,6.61572866,101.734417649136,124.312297797244,133.854917788514,140.034073725396,146.287784433041
578231428,3475.82456037528,339.74068776832,2750.53974907177,1093.96702419013,171.999660269998,3599.45787612876,162.623843161095,457.894159456032,"OLD_CITY","Residential High",44.72605293,6.61572866,4.04511420677271,79.010624431584,117.668032948905,141.915439857591,180.623462522835
578232144,3475.82456037528,339.74068776832,2750.53974907177,1093.96702419013,171.999660269998,3599.45787612876,162.623843161095,457.894159456032,"OLD_CITY","Residential High",44.72605293,6.61572866,4.04511420677271,79.010624431584,117.668032948905,141.915439857591,180.623462522835
578231695,2210.0581479468,982.877468456317,1565.48985474087,1044.96658374288,1112.71892331832,4530.01701086555,88.8501459421464,1148.63878777345,"CHINATOWN","Commercial Mixed Residential",44.72605293,6.61572866,2.98559384633286,17.4718241609018,27.7872292793429,35.2518943536386,41.5608071600695
578232166,2651.71275816572,1093.23476366621,1804.26224475053,684.719882617722,349.522967580467,5344.61666350653,65.5934172591109,516.761577970152,"CALLOWHILL","Residential High",32.6549929,4.02271652,3.16368314122539,53.0064143639767,71.1990338843676,82.8310010245221,91.2676665736448
578234238,2257.15130356046,1323.15134565046,2215.96916106411,762.630198367228,210.559792388632,5178.09953594486,534.779538199799,250.969337443416,"CHINATOWN","Residential High",44.72605293,6.61572866,3.07228498139746,61.003450602149,84.3821323518839,98.2337508985723,109.756371050285
578234602,2522.28579915103,1154.24831999129,1939.40075612869,799.827281141513,247.817704940775,5583.89951710854,334.421315135902,282.516772168195,"CALLOWHILL","Residential High",32.6549929,4.02271652,88.3246324131586,91.9736114616005,94.4467031655843,97.0831925228808,102.054153037632
578234166,3475.82456037528,339.74068776832,2750.53974907177,1093.96702419013,171.999660269998,3599.45787612876,162.623843161095,457.894159456032,"OLD_CITY","Residential High",44.72605293,6.61572866,4.04511420677271,79.010624431584,117.668032948905,141.915439857591,180.623462522835
578234065,3374.6699371842,984.386915508462,2412.7762198738,816.915854953577,298.835431223209,5721.5184108363,261.577300651378,1213.87462232543,"CALLOWHILL","Residential High",32.6549929,4.02271652,147.975076908012,169.275204857326,176.426975295428,181.813376878145,186.541493470558
578234709,1942.41910176977,797.608838830223,1601.85438153973,815.778171691861,195.730705618697,5321.45211676308,183.352872497941,240.814899536964,"CENTER_CITY","Residential Medium",44.72605293,6.61572866,95.5828446867184,104.288586508485,127.096658011138,142.019765542958,152.248206971553
578233953,4501.6286876609,2036.37550685495,3570.55416192497,1150.27612099258,389.813337689613,4861.52500279082,249.244274164194,1974.34206831308,"WEST_POPLAR","Residential Medium",50.10660981,5.59701493,93.6793335862533,97.0971901194576,98.2637799352082,101.343073631362,104.82958639779
578236054,2651.71275816572,1093.23476366621,1804.26224475053,684.719882617722,349.522967580467,5344.61666350653,65.5934172591109,516.761577970152,"CALLOWHILL","Residential High",32.6549929,4.02271652,3.16368314122539,53.0064143639767,71.1990338843676,82.8310010245221,91.2676665736448
578236068,1870.80077306099,777.63626050944,1574.61168139557,840.931110125536,266.403327552223,5296.71891561104,166.287247095419,311.749733013368,"CENTER_CITY","Residential High",44.72605293,6.61572866,60.8670535116052,80.3561819294547,94.7830484187424,107.619128084718,116.4666952018
578236379,3479.29881280927,1138.04511332834,2584.51295737988,853.54670363035,376.083887482893,5651.24696799026,316.59798387896,1267.89925917129,"CALLOWHILL","Transportation",32.6549929,4.02271652,25.3236964321947,34.018123434242,37.2519447827662,39.856721257733,44.810358886631
